960|perf-vipers-db12_sysbench2_CPU_T128.txt|19994.4900000000|10.0038000000|200050.0000000000|0.3500000000|6.2100000000|441.2200000000|44.1700000000|1243289.2000000000|1562.8906000000|349.8300000000|9.7132000000|0.1700000000|perf-vipers-db12|2.00000000000000000000|CPU|T128|||||||||||||||||||||||||||||||||||||||||||||||||||||||
961|perf-vipers-db13_sysbench2_CPU_T032.txt|24688.8100000000|10.0013000000|246956.0000000000|0.3500000000|1.2900000000|101.9600000000|0.7700000000|318513.5500000000|7717.3750000000|972.7300000000|9.9535000000|0.0300000000|perf-vipers-db13|2.00000000000000000000|CPU|T032|||||||||||||||||||||||||||||||||||||||||||||||||||||||
962|perf-vipers-db13_sysbench1_CPU_T016.txt|22426.7000000000|10.0346000000|225075.0000000000|0.3500000000|0.7100000000|66.3800000000|0.4600000000|159869.0300000000|14067.1875000000|1420.7300000000|9.9918000000|0.0200000000|perf-vipers-db13|1.00000000000000000000|CPU|T016|||||||||||||||||||||||||||||||||||||||||||||||||||||||
963|perf-vipers-db13_sysbench3_CPU_T001.txt|2564.5100000000|10.0004000000|25662.0000000000|0.3500000000|0.3900000000|1.5500000000|0.4600000000|9996.5500000000|25662.0000000000|0.0000000000|9.9966000000|0.0000000000|perf-vipers-db13|3.00000000000000000000|CPU|T001|||||||||||||||||||||||||||||||||||||||||||||||||||||||
964|perf-vipers-db13_sysbench1_CPU_T001.txt|2739.1900000000|10.0003000000|27411.0000000000|0.3500000000|0.3600000000|1.5700000000|0.4600000000|9996.5100000000|27411.0000000000|0.0000000000|9.9965000000|0.0000000000|perf-vipers-db13|1.00000000000000000000|CPU|T001|||||||||||||||||||||||||||||||||||||||||||||||||||||||
965|perf-vipers-db12_sysbench3_CPU_T008.txt|17550.5600000000|10.0006000000|175544.0000000000|0.3500000000|0.4600000000|18.6800000000|0.5400000000|79949.2200000000|21943.0000000000|215.4400000000|9.9937000000|0.0000000000|perf-vipers-db12|3.00000000000000000000|CPU|T008|||||||||||||||||||||||||||||||||||||||||||||||||||||||
966|perf-vipers-db04_sysbench3_CPU_T001.txt|2493.1500000000|10.0003000000|24949.0000000000|0.3500000000|0.4000000000|1.5600000000|0.4600000000|9996.6200000000|24949.0000000000|0.0000000000|9.9966000000|0.0000000000|perf-vipers-db04|3.00000000000000000000|CPU|T001|||||||||||||||||||||||||||||||||||||||||||||||||||||||
967|perf-vipers-db13_sysbench1_CPU_T012.txt|23543.1900000000|10.0007000000|235486.0000000000|0.3500000000|0.5100000000|15.6600000000|0.4600000000|119917.5500000000|19623.8333000000|2596.3100000000|9.9931000000|0.0000000000|perf-vipers-db13|1.00000000000000000000|CPU|T012|||||||||||||||||||||||||||||||||||||||||||||||||||||||
968|perf-vipers-db12_sysbench3_CPU_T064.txt|33118.8400000000|10.0768000000|333898.0000000000|0.3500000000|1.9200000000|284.5600000000|8.4300000000|641581.7900000000|5217.1562000000|485.6800000000|10.0247000000|0.0400000000|perf-vipers-db12|3.00000000000000000000|CPU|T064|||||||||||||||||||||||||||||||||||||||||||||||||||||||
969|perf-vipers-db12_sysbench2_CPU_T064.txt|20648.7300000000|10.0020000000|206558.0000000000|0.3500000000|3.0600000000|222.3700000000|21.1100000000|632361.7700000000|3227.4688000000|510.6600000000|9.8807000000|0.0900000000|perf-vipers-db12|2.00000000000000000000|CPU|T064|||||||||||||||||||||||||||||||||||||||||||||||||||||||
970|perf-vipers-db14_sysbench1_CPU_T032.txt|23237.6300000000|10.0007000000|232539.0000000000|0.3500000000|1.3700000000|328.5600000000|0.7700000000|318353.7700000000|7266.8438000000|1005.7200000000|9.9486000000|0.0300000000|perf-vipers-db14|1.00000000000000000000|CPU|T032|||||||||||||||||||||||||||||||||||||||||||||||||||||||
971|perf-vipers-db01_sysbench1_CPU_T008.txt|19104.0900000000|10.0004000000|191175.0000000000|0.3500000000|0.4200000000|9.1600000000|0.7500000000|79947.8700000000|23896.8750000000|170.2400000000|9.9935000000|0.0000000000|perf-vipers-db01|1.00000000000000000000|CPU|T008|||||||||||||||||||||||||||||||||||||||||||||||||||||||
972|perf-vipers-db04_sysbench2_CPU_T032.txt|22774.4600000000|10.0010000000|227910.0000000000|0.3500000000|1.4000000000|95.7400000000|0.7700000000|319088.7700000000|7122.1875000000|1049.9800000000|9.9715000000|0.0200000000|perf-vipers-db04|2.00000000000000000000|CPU|T032|||||||||||||||||||||||||||||||||||||||||||||||||||||||
973|perf-vipers-db05_sysbench1_CPU_T008.txt|18928.4100000000|10.0004000000|189410.0000000000|0.3400000000|0.4200000000|9.2400000000|0.7000000000|79952.3400000000|23676.2500000000|162.3700000000|9.9940000000|0.0000000000|perf-vipers-db05|1.00000000000000000000|CPU|T008|||||||||||||||||||||||||||||||||||||||||||||||||||||||
